locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLJHNOKD_02435	CDS	1128	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
NLJHNOKD_02436	CDS	471	cspR	2.1.1.207	COG0219	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
NLJHNOKD_02437	CDS	600	nagB_2	3.5.99.6		Glucosamine-6-phosphate deaminase
NLJHNOKD_02438	CDS	153				hypothetical protein
NLJHNOKD_02439	CDS	396				hypothetical protein
NLJHNOKD_02440	CDS	1386	fumC	4.2.1.2		Fumarate hydratase class II
NLJHNOKD_02441	CDS	822	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NLJHNOKD_02442	CDS	1113				hypothetical protein
NLJHNOKD_02443	CDS	624	liaR		COG2197	Transcriptional regulatory protein LiaR
NLJHNOKD_02444	CDS	465				hypothetical protein
NLJHNOKD_02445	CDS	1125				hypothetical protein
NLJHNOKD_02446	CDS	345				hypothetical protein
NLJHNOKD_02447	CDS	1197				hypothetical protein
NLJHNOKD_02448	CDS	2937				hypothetical protein
NLJHNOKD_02449	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
NLJHNOKD_02450	CDS	1179				hypothetical protein
NLJHNOKD_02451	CDS	444				hypothetical protein
NLJHNOKD_02452	CDS	348				hypothetical protein
NLJHNOKD_02453	CDS	375				hypothetical protein
NLJHNOKD_02454	CDS	447				hypothetical protein
NLJHNOKD_02455	CDS	522				hypothetical protein
NLJHNOKD_02456	CDS	177				hypothetical protein
NLJHNOKD_02457	CDS	558				hypothetical protein
NLJHNOKD_02458	CDS	573				hypothetical protein
NLJHNOKD_02459	CDS	342				hypothetical protein
NLJHNOKD_02460	CDS	627				hypothetical protein
NLJHNOKD_02461	CDS	996				hypothetical protein
NLJHNOKD_02462	CDS	615				hypothetical protein
NLJHNOKD_02463	CDS	483				hypothetical protein
NLJHNOKD_02464	CDS	1479	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
NLJHNOKD_02465	CDS	1002	menC	4.2.1.113		o-succinylbenzoate synthase
NLJHNOKD_02466	CDS	258			COG0759	Putative membrane protein insertion efficiency factor
NLJHNOKD_02467	CDS	480	ytkD	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase YtkD
NLJHNOKD_02468	CDS	771				hypothetical protein
NLJHNOKD_02469	CDS	1593	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
NLJHNOKD_02470	CDS	1194	metK	2.5.1.6		S-adenosylmethionine synthase
NLJHNOKD_02471	CDS	909				hypothetical protein
NLJHNOKD_02472	CDS	834	yvgN	1.1.1.-	COG0656	Glyoxal reductase
NLJHNOKD_02473	CDS	1170	tarF	2.7.8.45	COG1887	Teichoic acid glycerol-phosphate transferase
NLJHNOKD_02474	CDS	717	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase 1
NLJHNOKD_02475	CDS	1026	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
NLJHNOKD_02476	CDS	1689	tarL	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
NLJHNOKD_02477	CDS	1722	tarS	2.4.1.355		Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarS
NLJHNOKD_02478	CDS	675	scdA			Iron-sulfur cluster repair protein ScdA
NLJHNOKD_02479	CDS	1755	lytS	2.7.13.3	COG3275	Sensor histidine kinase/phosphatase LytS
NLJHNOKD_02480	CDS	741	lytR		COG3279	Transcriptional regulatory protein LytR
NLJHNOKD_02481	CDS	438	lrgA		COG1380	Antiholin-like protein LrgA
NLJHNOKD_02482	CDS	702	lrgB		COG1346	Antiholin-like protein LrgB
NLJHNOKD_02483	CDS	705	yydK		COG2188	putative HTH-type transcriptional regulator YydK
NLJHNOKD_02484	CDS	792	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
NLJHNOKD_02485	CDS	1437	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
NLJHNOKD_02486	CDS	762	ubiE	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
NLJHNOKD_02487	CDS	915	rbsK	2.7.1.15		Ribokinase
NLJHNOKD_02488	CDS	405	rbsD	5.4.99.62	COG1869	D-ribose pyranase
NLJHNOKD_02489	CDS	882	glcU_2			putative glucose uptake protein GlcU
NLJHNOKD_02490	CDS	999	degA		COG1609	HTH-type transcriptional regulator DegA
NLJHNOKD_02491	CDS	393				hypothetical protein
NLJHNOKD_02492	CDS	861				hypothetical protein
NLJHNOKD_02493	CDS	342	bcrR			HTH-type transcriptional activator BcrR
NLJHNOKD_02494	CDS	186				hypothetical protein
NLJHNOKD_02495	CDS	744				hypothetical protein
NLJHNOKD_02496	CDS	276				hypothetical protein
NLJHNOKD_02497	CDS	99				hypothetical protein
NLJHNOKD_02498	CDS	618				hypothetical protein
NLJHNOKD_02499	CDS	348	cadC			Cadmium resistance transcriptional regulatory protein CadC
NLJHNOKD_02500	CDS	975				hypothetical protein
NLJHNOKD_02501	CDS	816				ISNCY family transposase ISBli29
NLJHNOKD_02502	CDS	831				hypothetical protein
NLJHNOKD_02503	CDS	669				hypothetical protein
NLJHNOKD_02504	CDS	594	hin			DNA-invertase hin
NLJHNOKD_02505	CDS	381	blaI			Penicillinase repressor
NLJHNOKD_02506	CDS	1758	blaR1-2			beta-lactam sensor/signal transducer BlaR1
NLJHNOKD_02507	CDS	846	blaZ	3.5.2.6		Beta-lactamase
NLJHNOKD_02508	CDS	609	bin3			Putative transposon Tn552 DNA-invertase bin3
NLJHNOKD_02509	CDS	294				hypothetical protein
NLJHNOKD_02510	CDS	1935				hypothetical protein
NLJHNOKD_02511	CDS	312				hypothetical protein
NLJHNOKD_02512	CDS	627			COG1136	putative ABC transporter ATP-binding protein
NLJHNOKD_02513	CDS	306	pre_1			Plasmid recombination enzyme
NLJHNOKD_02514	CDS	300	pre_2			Plasmid recombination enzyme
NLJHNOKD_02515	CDS	546				hypothetical protein
NLJHNOKD_02516	CDS	885	hdfR_2			HTH-type transcriptional regulator HdfR
NLJHNOKD_02517	CDS	1662	hutU	4.2.1.49		Urocanate hydratase
NLJHNOKD_02518	CDS	1239	hutI	3.5.2.7		Imidazolonepropionase
NLJHNOKD_02519	CDS	1122	sndA_3	3.5.1.-	COG1473	N-acetyl-L-cysteine deacetylase
NLJHNOKD_02520	CDS	882	yghA	1.-.-.-	COG1028	putative oxidoreductase YghA
NLJHNOKD_02521	CDS	570				hypothetical protein
NLJHNOKD_02522	CDS	1314	mleN_2		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
NLJHNOKD_02523	CDS	507				hypothetical protein
NLJHNOKD_02524	CDS	765	glvR		COG1737	HTH-type transcriptional regulator GlvR
NLJHNOKD_02525	CDS	1605	malP		COG1263	PTS system maltose-specific EIICB component
NLJHNOKD_02526	CDS	531				hypothetical protein
NLJHNOKD_02527	CDS	918	panS			Pantothenate precursors transporter PanS
NLJHNOKD_02528	CDS	636		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
NLJHNOKD_02529	CDS	192				hypothetical protein
NLJHNOKD_02530	CDS	186				hypothetical protein
NLJHNOKD_02531	CDS	357				hypothetical protein
NLJHNOKD_02532	CDS	1380	thrP		COG1113	Threonine/serine transporter ThrP
NLJHNOKD_02533	CDS	873	ybbH_3		COG1737	putative HTH-type transcriptional regulator YbbH
NLJHNOKD_02534	CDS	330				hypothetical protein
NLJHNOKD_02535	CDS	738				hypothetical protein
NLJHNOKD_02536	CDS	186				hypothetical protein
NLJHNOKD_02537	CDS	234				hypothetical protein
NLJHNOKD_02538	CDS	960	hly			Alpha-hemolysin
NLJHNOKD_02539	CDS	147				hypothetical protein
NLJHNOKD_02540	CDS	198				hypothetical protein
NLJHNOKD_02541	CDS	717				Superantigen-like protein 13
NLJHNOKD_02542	CDS	726				Superantigen-like protein 13
NLJHNOKD_02543	CDS	753				Superantigen-like protein 13
NLJHNOKD_02544	CDS	1002	argF	2.1.3.3		Ornithine carbamoyltransferase
NLJHNOKD_02545	CDS	936	arcC1	2.7.2.2		Carbamate kinase 1
NLJHNOKD_02546	CDS	1557				hypothetical protein
NLJHNOKD_02547	CDS	228				hypothetical protein
NLJHNOKD_02548	CDS	948				hypothetical protein
NLJHNOKD_02549	CDS	189				hypothetical protein
NLJHNOKD_02550	CDS	660	arlR		COG0745	Response regulator ArlR
NLJHNOKD_02551	CDS	1356	arlS	2.7.13.3	COG5002	Signal transduction histidine-protein kinase ArlS
NLJHNOKD_02552	CDS	2799	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
NLJHNOKD_02553	CDS	1269	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
NLJHNOKD_02554	CDS	810	mhqA_3	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
NLJHNOKD_02555	CDS	204				hypothetical protein
NLJHNOKD_02556	CDS	792	nirQ		COG0714	Denitrification regulatory protein NirQ
NLJHNOKD_02557	CDS	1887				hypothetical protein
NLJHNOKD_02558	CDS	1344	braB_2		COG1114	Branched-chain amino acid permease BraB
NLJHNOKD_02559	CDS	936	trxB	1.8.1.9		Thioredoxin reductase
NLJHNOKD_02560	CDS	1440				hypothetical protein
NLJHNOKD_02561	CDS	486	dapH_3	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
NLJHNOKD_02562	CDS	840	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
NLJHNOKD_02563	CDS	933	hprK	2.7.11.-		HPr kinase/phosphorylase
NLJHNOKD_02564	rRNA	78				5S ribosomal RNA (partial)
NLJHNOKD_02565	rRNA	2919				23S ribosomal RNA
NLJHNOKD_02566	rRNA	1549				16S ribosomal RNA
NLJHNOKD_02567	CDS	1074				IS110 family transposase ISSep2
NLJHNOKD_02568	CDS	1320				ISL3 family transposase IS1181
NLJHNOKD_02569	CDS	543		3.1.3.-	COG4502	Putative 5'(3')-deoxyribonucleotidase
NLJHNOKD_02570	tRNA	76				tRNA-Ala(tgc)
NLJHNOKD_02571	tRNA	77				tRNA-Ile(gat)
NLJHNOKD_02572	CDS	396	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
NLJHNOKD_02573	CDS	357				IS3 family transposase ISVisp4
NLJHNOKD_02574	tRNA	75				tRNA-Met(cat)
NLJHNOKD_02575	tRNA	74				tRNA-Met(cat)
NLJHNOKD_02576	CDS	219				hypothetical protein
NLJHNOKD_02577	tRNA	93				tRNA-Ser(tga)
NLJHNOKD_02578	CDS	108				hypothetical protein
NLJHNOKD_02579	CDS	183				hypothetical protein
NLJHNOKD_02580	CDS	177	aroB_2	4.2.3.4		3-dehydroquinate synthase
NLJHNOKD_02581	tRNA	73				tRNA-Lys(ttt)
NLJHNOKD_02582	tRNA	76				tRNA-Thr(tgt)
NLJHNOKD_02583	CDS	177				hypothetical protein
NLJHNOKD_02584	CDS	192				hypothetical protein
NLJHNOKD_02585	CDS	177	yacL_2	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
NLJHNOKD_02586	tRNA	75				tRNA-Gly(tcc)
NLJHNOKD_02587	tRNA	75				tRNA-Gly(tcc)
NLJHNOKD_02588	CDS	150	rplC_2			Large ribosomal subunit protein uL3
NLJHNOKD_02589	CDS	120				hypothetical protein
NLJHNOKD_02590	CDS	195	mnmM_2	2.1.1.61	COG0275	tRNA (mnm(5)s(2)U34)-methyltransferase
NLJHNOKD_02591	tRNA	77				tRNA-Met(cat)
NLJHNOKD_02592	CDS	165	truA_2	5.4.99.12		tRNA pseudouridine synthase A
NLJHNOKD_02593	CDS	114				hypothetical protein
NLJHNOKD_02594	CDS	183	rplI_2			Large ribosomal subunit protein bL9
NLJHNOKD_02595	CDS	210				hypothetical protein
NLJHNOKD_02596	tRNA	89				tRNA-Leu(taa)
NLJHNOKD_02597	CDS	198	dacA	2.7.7.85		Diadenylate cyclase
NLJHNOKD_02598	CDS	201	rplE_2		COG0094	Large ribosomal subunit protein uL5
NLJHNOKD_02599	CDS	168	trhO_2	1.14.-.-		tRNA uridine(34) hydroxylase
NLJHNOKD_02600	tRNA	89				tRNA-Leu(taa)
NLJHNOKD_02601	tRNA	72				tRNA-Asn(gtt)
NLJHNOKD_02602	CDS	171				hypothetical protein
NLJHNOKD_02603	tRNA	74				tRNA-Trp(cca)
NLJHNOKD_02604	tRNA	91				tRNA-Ser(gct)
NLJHNOKD_02605	tRNA	75				tRNA-Asn(gtt)
NLJHNOKD_02606	tRNA	84				tRNA-Leu(tag)
NLJHNOKD_02607	tRNA	74				tRNA-Cys(gca)
NLJHNOKD_02608	tRNA	76				tRNA-Val(tac)
NLJHNOKD_02609	tRNA	74				tRNA-Pro(tgg)
NLJHNOKD_02610	tRNA	82				tRNA-Tyr(gta)
NLJHNOKD_02611	tRNA	75				tRNA-Gly(gcc)
NLJHNOKD_02612	tRNA	74				tRNA-Arg(acg)
NLJHNOKD_02613	tRNA	72				tRNA-Gln(ttg)
